starname,program,ra,dec,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_inter,tau_intra
Star0703,Program6,103.30113334872954,1.4756544803726825,300,1,1,1,1,1,0
Star0704,Program6,30.224976562631184,21.35964211223886,300,1,1,1,1,1,0
Star0705,Program6,356.9628965523828,-19.32495651177166,300,1,1,1,1,1,0
Star0706,Program6,300.34740855092963,15.347310497268168,300,1,1,1,1,1,0
Star0707,Program6,10.38565314462494,-17.136401023539307,300,1,1,1,1,1,0
Star0708,Program6,274.718520488085,44.107464469906375,300,1,1,1,1,1,0
Star0709,Program6,69.02786256308787,40.62242286405922,300,1,1,1,1,1,0
Star0710,Program6,23.860855170954096,37.285293236784796,300,1,1,1,1,1,0
Star0711,Program6,97.92866142279183,6.739485351948318,300,1,1,1,1,1,0
Star0712,Program6,280.22360641981334,-0.5706220484926519,300,1,1,1,1,1,0
Star0713,Program6,84.75500686069415,15.893083178381488,300,1,1,1,1,1,0
Star0714,Program6,106.48655554663259,33.71076202593686,300,1,1,1,1,1,0
Star0715,Program6,15.653579438069528,18.989331389062997,300,1,1,1,1,1,0
Star0716,Program6,309.4386393031626,0.10475299788447501,300,1,1,1,1,1,0
Star0717,Program6,280.1310059429018,0.456200393302467,300,1,1,1,1,1,0
Star0718,Program6,349.1995454427951,33.91186093899822,300,1,1,1,1,1,0
Star0719,Program6,8.538800963245137,6.053786743565269,300,1,1,1,1,1,0
Star0720,Program6,273.46727886288625,-0.5525506257201442,300,1,1,1,1,1,0
Star0721,Program6,304.8276719154238,-24.28410715847346,300,1,1,1,1,1,0
Star0722,Program6,115.88336292974566,-28.594903422684062,300,1,1,1,1,1,0
Star0723,Program6,15.995983430908382,45.74787757065485,300,1,1,1,1,1,0
Star0724,Program6,114.32168021269064,68.04365581038562,300,1,1,1,1,1,0
Star0725,Program6,39.482775117739834,37.284571611240096,300,1,1,1,1,1,0
Star0726,Program6,314.60675762280414,-12.62168330726989,300,1,1,1,1,1,0
Star0727,Program6,65.12794898887921,44.931586053583544,300,1,1,1,1,1,0
Star0728,Program6,354.9551930265473,-27.594505592222554,300,1,1,1,1,1,0
Star0729,Program6,317.7117679309894,49.976126627550315,300,1,1,1,1,1,0
Star0730,Program6,30.52991640755795,27.59463413304519,300,1,1,1,1,1,0
Star0731,Program6,3.5516535450233278,-1.8541477227499996,300,1,1,1,1,1,0
Star0732,Program6,278.39841603872435,-28.307445363462286,300,1,1,1,1,1,0
Star0733,Program6,316.12117008516225,40.74364584601511,300,1,1,1,1,1,0
Star0734,Program6,272.2059016690255,41.81448499563933,300,1,1,1,1,1,0
Star0735,Program6,70.97543037888516,-0.960418707163484,300,1,1,1,1,1,0
Star0736,Program6,313.0933593529189,18.509678431081127,300,1,1,1,1,1,0
Star0737,Program6,90.2503444177284,54.28653215083227,300,1,1,1,1,1,0
Star0738,Program6,103.83415729460057,-26.49234705333769,300,1,1,1,1,1,0
Star0739,Program6,115.82859577617756,-16.416490327727743,300,1,1,1,1,1,0
Star0740,Program6,308.5466241133295,-17.186719765295834,300,1,1,1,1,1,0
Star0741,Program6,20.042417224616713,70.24753718062553,300,1,1,1,1,1,0
Star0742,Program6,23.91459827803203,-14.564483748334823,300,1,1,1,1,1,0
Star0743,Program6,1.4016927867525055,66.73058365920392,300,1,1,1,1,1,0
Star0744,Program6,277.15791704604874,17.694418281127838,300,1,1,1,1,1,0
Star0745,Program6,102.95507977941998,24.250620804017743,300,1,1,1,1,1,0
Star0746,Program6,72.4223137751394,7.983600827142851,300,1,1,1,1,1,0
Star0747,Program6,324.8246608125256,29.736925563715218,300,1,1,1,1,1,0
Star0748,Program6,296.3177089693953,29.15972807319875,300,1,1,1,1,1,0
Star0749,Program6,104.90865197689766,-28.62169515679676,300,1,1,1,1,1,0
Star0750,Program6,2.515347793061153,2.6990093818764507,300,1,1,1,1,1,0
Star0751,Program6,82.00365032154167,69.92113893530103,300,1,1,1,1,1,0
Star0752,Program6,31.650237716172512,21.533201198272664,300,1,1,1,1,1,0
Star0753,Program6,58.880396184867664,25.906321560966205,300,1,1,1,1,1,0
Star0754,Program6,330.04429084212694,-8.744354904126496,300,1,1,1,1,1,0
Star0755,Program6,306.5500801904606,66.56204685968919,300,1,1,1,1,1,0
Star0756,Program6,16.956066504584953,38.90964892984849,300,1,1,1,1,1,0
Star0757,Program6,317.4893464315858,53.247040178961385,300,1,1,1,1,1,0
Star0758,Program6,298.25046418359295,29.215774638247453,300,1,1,1,1,1,0
Star0759,Program6,108.16270329093015,-24.317332133478246,300,1,1,1,1,1,0
Star0760,Program6,10.665598460856131,51.319679977790685,300,1,1,1,1,1,0
Star0761,Program6,43.06579465502057,-0.4070371135076556,300,1,1,1,1,1,0
Star0762,Program6,107.60367650019788,6.358806773797767,300,1,1,1,1,1,0
Star0763,Program6,73.78132100404389,-0.9136578366495485,300,1,1,1,1,1,0
Star0764,Program6,35.77811212965747,47.41285914799974,300,1,1,1,1,1,0
Star0765,Program6,97.96171616993854,45.85645597437295,300,1,1,1,1,1,0
Star0766,Program6,83.89567587315042,53.06597845599592,300,1,1,1,1,1,0
Star0767,Program6,52.639360914316455,50.81243535735808,300,1,1,1,1,1,0
Star0768,Program6,115.51382422725624,34.56321140434207,300,1,1,1,1,1,0
Star0769,Program6,280.2443421812174,27.828677484641375,300,1,1,1,1,1,0
Star0770,Program6,352.27391570056085,28.825420346451324,300,1,1,1,1,1,0
Star0771,Program6,317.42069809769123,14.387563935467526,300,1,1,1,1,1,0
Star0772,Program6,82.91619142172817,20.681485382575403,300,1,1,1,1,1,0
Star0773,Program6,290.3853193680065,-20.7651542221506,300,1,1,1,1,1,0
Star0774,Program6,276.58513959147825,-14.294826407007946,300,1,1,1,1,1,0
Star0775,Program6,344.7626993754,-18.98467452483412,300,1,1,1,1,1,0
Star0776,Program6,117.24370295090114,61.51143007172794,300,1,1,1,1,1,0
Star0777,Program6,65.74766242934288,26.85142216875522,300,1,1,1,1,1,0
Star0778,Program6,104.23281928047544,14.324983957494041,300,1,1,1,1,1,0
Star0779,Program6,336.9114107188577,50.82192170278185,300,1,1,1,1,1,0
Star0780,Program6,106.56823434239811,14.600073386628537,300,1,1,1,1,1,0
Star0781,Program6,54.57465570430122,-2.522627381878692,300,1,1,1,1,1,0
Star0782,Program6,282.0233065019862,26.340680306964344,300,1,1,1,1,1,0
Star0783,Program6,42.75607530420734,-13.692421001429935,300,1,1,1,1,1,0
Star0784,Program6,66.61145406782157,69.5129397673669,300,1,1,1,1,1,0
Star0785,Program6,15.2267131195822,-29.657730365296835,300,1,1,1,1,1,0
Star0786,Program6,341.2878490503312,-21.7221170813266,300,1,1,1,1,1,0
Star0787,Program6,52.71730822837924,11.930848904971413,300,1,1,1,1,1,0
Star0788,Program6,68.85495837283969,40.53187469228493,300,1,1,1,1,1,0
Star0789,Program6,93.72902596329061,-3.530049246258031,300,1,1,1,1,1,0
Star0790,Program6,330.41678662639276,28.406010660714955,300,1,1,1,1,1,0
Star0791,Program6,343.31588716367617,2.1257305353859834,300,1,1,1,1,1,0
Star0792,Program6,339.6338194630773,-26.407288151561346,300,1,1,1,1,1,0
Star0793,Program6,108.28560360026216,12.5844802571346,300,1,1,1,1,1,0
Star0794,Program6,44.4584403302556,-1.6109043322065588,300,1,1,1,1,1,0
Star0795,Program6,280.3786058725713,67.44093468846324,300,1,1,1,1,1,0
Star0796,Program6,301.9196764197083,31.87581390029878,300,1,1,1,1,1,0
Star0797,Program6,344.9078612333721,-25.022972087783174,300,1,1,1,1,1,0
Star0798,Program6,100.1406012023674,64.06391423520199,300,1,1,1,1,1,0
Star0799,Program6,341.80534138605293,53.78862463184808,300,1,1,1,1,1,0
Star0800,Program6,357.9797050601856,45.25453166000614,300,1,1,1,1,1,0
Star0801,Program6,75.1817379006012,31.50981338517242,300,1,1,1,1,1,0
Star0802,Program6,22.423380328481358,47.244035268598765,300,1,1,1,1,1,0
Star0803,Program6,297.48153834386875,57.194021570263885,300,1,1,1,1,1,0
Star0804,Program6,270.4462247502597,33.000152366379496,300,1,1,1,1,1,0
Star0805,Program6,357.83262511549765,-2.445258765569392,300,1,1,1,1,1,0
Star0806,Program6,281.6270556471387,1.9390004206652378,300,1,1,1,1,1,0
Star0807,Program6,295.6613410744829,30.493042655820815,300,1,1,1,1,1,0
Star0808,Program6,62.717328987433234,52.31904436417912,300,1,1,1,1,1,0
Star0809,Program6,359.73367373708044,37.064021500584076,300,1,1,1,1,1,0
Star0810,Program6,310.1853000168139,8.757756599542304,300,1,1,1,1,1,0
Star0811,Program6,279.56166310035655,-14.061901764871237,300,1,1,1,1,1,0
Star0812,Program6,45.6845265074478,-0.07485921722174282,300,1,1,1,1,1,0
Star0813,Program6,279.40182213160324,59.86094149608704,300,1,1,1,1,1,0
Star0814,Program6,38.01223434358593,39.092280365131614,300,1,1,1,1,1,0
Star0815,Program6,28.025839521124226,-12.931224450821219,300,1,1,1,1,1,0
Star0816,Program6,297.51144134624354,23.55661669466373,300,1,1,1,1,1,0
Star0817,Program6,312.92700135944494,27.770869406433548,300,1,1,1,1,1,0
Star0818,Program6,347.3921036008653,60.00112799353852,300,1,1,1,1,1,0
Star0819,Program6,29.65577458854682,-15.088491149791125,300,1,1,1,1,1,0
Star0820,Program6,52.981955748288556,-6.066515214312631,300,1,1,1,1,1,0
Star0821,Program6,107.44311120287966,-22.553854188218736,300,1,1,1,1,1,0
Star0822,Program6,91.72353350995286,15.146582413108476,300,1,1,1,1,1,0
Star0823,Program6,80.53010178893442,-24.739233567146997,300,1,1,1,1,1,0
Star0824,Program6,10.92478517624096,-12.806263868415058,300,1,1,1,1,1,0
Star0825,Program6,112.87388438974506,-28.057343129421042,300,1,1,1,1,1,0
Star0826,Program6,16.23643553806926,28.292654295937595,300,1,1,1,1,1,0
Star0827,Program6,278.1821830787717,59.818987564557005,300,1,1,1,1,1,0
Star0828,Program6,272.085804878685,12.96176626265489,300,1,1,1,1,1,0
Star0829,Program6,331.5958772837423,34.70891848148746,300,1,1,1,1,1,0
Star0830,Program6,98.53227863730854,53.40463784523814,300,1,1,1,1,1,0
Star0831,Program6,52.750291612033266,66.28778081088606,300,1,1,1,1,1,0
Star0832,Program6,318.6850385370127,16.871441145919718,300,1,1,1,1,1,0
Star0833,Program6,275.88340605844644,-8.824599164464004,300,1,1,1,1,1,0
Star0834,Program6,115.48415158449404,-14.050495549820667,300,1,1,1,1,1,0
Star0835,Program6,114.68141199403345,9.00505150000815,300,1,1,1,1,1,0
Star0836,Program6,353.1323809549131,-9.826798325572852,300,1,1,1,1,1,0
Star0837,Program6,118.77230852195316,5.234397961116898,300,1,1,1,1,1,0
Star0838,Program6,90.85521897896751,18.52375766544624,300,1,1,1,1,1,0
Star0839,Program6,348.1685117524208,-6.627682746036072,300,1,1,1,1,1,0
Star0840,Program6,328.7744508171445,3.8880733776164504,300,1,1,1,1,1,0
Star0841,Program6,300.85399585466433,0.6924605337673597,300,1,1,1,1,1,0
Star0842,Program6,114.68457331454442,4.629279710352421,300,1,1,1,1,1,0
Star0843,Program6,11.296059138603539,25.79317100884667,300,1,1,1,1,1,0
Star0844,Program6,104.49478188007095,16.86647171255646,300,1,1,1,1,1,0
Star0845,Program6,109.33488907518637,54.100150330957035,300,1,1,1,1,1,0
Star0846,Program6,33.04547797945787,-27.815932181812563,300,1,1,1,1,1,0
Star0847,Program6,342.7770893588331,-16.802335078851854,300,1,1,1,1,1,0
Star0848,Program6,112.55031805324211,50.923749008527466,300,1,1,1,1,1,0
Star0849,Program6,287.9278765181714,59.602100039490864,300,1,1,1,1,1,0
Star0850,Program6,311.3616858338166,6.939055434986685,300,1,1,1,1,1,0
Star0851,Program6,283.023525090834,1.6211238809035393,300,1,1,1,1,1,0
Star0852,Program6,118.52510081917592,22.021138947376755,300,1,1,1,1,1,0
Star0853,Program6,340.12583893365627,-9.933233624991473,300,1,1,1,1,1,0
Star0854,Program6,50.32569169643011,-22.012932325014688,300,1,1,1,1,1,0
Star0855,Program6,33.62080433920488,9.607285028242387,300,1,1,1,1,1,0
Star0856,Program6,329.2298294804499,2.6080980804756564,300,1,1,1,1,1,0
Star0857,Program6,299.5226408627392,-14.132948126228527,300,1,1,1,1,1,0
Star0858,Program6,4.200972474625928,-3.693902910751447,300,1,1,1,1,1,0
Star0859,Program6,352.99193082435477,31.29228160785165,300,1,1,1,1,1,0
Star0860,Program6,295.7485133022856,66.11408805288696,300,1,1,1,1,1,0
Star0861,Program6,115.00860138608522,4.462212745412955,300,1,1,1,1,1,0
Star0862,Program6,284.21636875135016,42.44017902361472,300,1,1,1,1,1,0
Star0863,Program6,25.615485005019536,-25.395988394654466,300,1,1,1,1,1,0
Star0864,Program6,106.60621875602612,0.9644359413490662,300,1,1,1,1,1,0
Star0865,Program6,40.97782692549663,3.5561309134568546,300,1,1,1,1,1,0
Star0866,Program6,25.85613430469516,-21.701944200402593,300,1,1,1,1,1,0
Star0867,Program6,88.4776451107565,46.28849408678292,300,1,1,1,1,1,0
Star0868,Program6,48.13312467774233,-22.681154969583247,300,1,1,1,1,1,0
Star0869,Program6,302.3783107002627,20.27005512492707,300,1,1,1,1,1,0
Star0870,Program6,42.18293526781753,-25.6613788215128,300,1,1,1,1,1,0
Star0871,Program6,297.91772207545955,48.50926044202481,300,1,1,1,1,1,0
Star0872,Program6,17.086662353619204,40.558998305929805,300,1,1,1,1,1,0
Star0873,Program6,350.09064066661136,9.4934075322506,300,1,1,1,1,1,0
Star0874,Program6,42.99747651347997,44.14060345715592,300,1,1,1,1,1,0
Star0875,Program6,54.471037536732524,11.460888986798025,300,1,1,1,1,1,0
Star0876,Program6,52.334120162190345,52.422581552640196,300,1,1,1,1,1,0
Star0877,Program6,356.33473800581123,13.66580329920022,300,1,1,1,1,1,0
Star0878,Program6,70.48207330524417,-29.067211495306424,300,1,1,1,1,1,0
Star0879,Program6,22.461968978682194,41.96588365754053,300,1,1,1,1,1,0
Star0880,Program6,293.8452290055626,8.674025256700531,300,1,1,1,1,1,0
Star0881,Program6,68.8740539059205,-18.71893576915329,300,1,1,1,1,1,0
Star0882,Program6,13.256339922296036,34.148887426544206,300,1,1,1,1,1,0
Star0883,Program6,327.250360204905,21.03840110674868,300,1,1,1,1,1,0
Star0884,Program6,339.47071118902716,-11.178409057427928,300,1,1,1,1,1,0
Star0885,Program6,309.6574206282152,3.0345916955526917,300,1,1,1,1,1,0
Star0886,Program6,79.72144569253396,9.899561988839977,300,1,1,1,1,1,0
Star0887,Program6,114.7742397913313,9.52467261072546,300,1,1,1,1,1,0
Star0888,Program6,4.479549130012572,58.45775978197548,300,1,1,1,1,1,0
Star0889,Program6,337.12160612916654,1.2335818109836652,300,1,1,1,1,1,0
Star0890,Program6,34.481301977799205,-5.3445528295026605,300,1,1,1,1,1,0
Star0891,Program6,295.78924954984586,-21.348918375662507,300,1,1,1,1,1,0
Star0892,Program6,275.9769037578103,47.47772374520619,300,1,1,1,1,1,0
Star0893,Program6,41.08475913132304,-1.7946252031225782,300,1,1,1,1,1,0
Star0894,Program6,343.7490719696528,-26.133190636006063,300,1,1,1,1,1,0
Star0895,Program6,118.20716532292965,40.932570511868164,300,1,1,1,1,1,0
Star0896,Program6,282.7338455753828,16.197700851663484,300,1,1,1,1,1,0
Star0897,Program6,117.07943601755392,-16.995838048620413,300,1,1,1,1,1,0
Star0898,Program6,335.1195651013003,37.49387151307988,300,1,1,1,1,1,0
Star0899,Program6,78.44479662210313,60.954005314996465,300,1,1,1,1,1,0
Star0900,Program6,302.2708307125759,68.9135706172492,300,1,1,1,1,1,0
Star0901,Program6,301.97718964100125,-1.9577399690572008,300,1,1,1,1,1,0
Star0902,Program6,107.66718976109723,27.175798463180044,300,1,1,1,1,1,0
Star0903,Program6,36.22672765938614,-28.366954979411013,300,1,1,1,1,1,0
Star0904,Program6,23.76120034529282,15.263115591426967,300,1,1,1,1,1,0
Star0905,Program6,58.55425562394913,64.64162640775905,300,1,1,1,1,1,0
Star0906,Program6,80.58813410389484,-25.507286647550075,300,1,1,1,1,1,0
Star0907,Program6,107.06991598455278,-16.127981805344632,300,1,1,1,1,1,0
Star0908,Program6,13.691800343855334,-27.211854773031362,300,1,1,1,1,1,0
Star0909,Program6,315.4486931690891,-7.191397196403045,300,1,1,1,1,1,0
Star0910,Program6,116.99012517832972,21.030061909982763,300,1,1,1,1,1,0
Star0911,Program6,355.2421673083572,12.856510201809229,300,1,1,1,1,1,0
Star0912,Program6,51.79571319048648,-24.750004676865686,300,1,1,1,1,1,0
Star0913,Program6,354.1254749318545,30.076413563661774,300,1,1,1,1,1,0
Star0914,Program6,72.25369032357094,43.86178334963583,300,1,1,1,1,1,0
Star0915,Program6,348.08176765337646,17.164326005954152,300,1,1,1,1,1,0
Star0916,Program6,283.11766444484635,-0.2776279032571978,300,1,1,1,1,1,0
Star0917,Program6,103.96259273390586,49.52336611152481,300,1,1,1,1,1,0
Star0918,Program6,319.79721782875777,-10.208590298780848,300,1,1,1,1,1,0
Star0919,Program6,55.942435624887935,31.142934022303265,300,1,1,1,1,1,0
Star0920,Program6,295.34181045165303,71.50542849888785,300,1,1,1,1,1,0
Star0921,Program6,19.513533332760574,45.24951153957559,300,1,1,1,1,1,0
Star0922,Program6,87.18883173775095,37.92231067652632,300,1,1,1,1,1,0
Star0923,Program6,101.6777957043945,28.097302717018394,300,1,1,1,1,1,0
Star0924,Program6,306.98903576192214,-18.74287887361055,300,1,1,1,1,1,0
Star0925,Program6,86.31555416051742,-22.358227939314105,300,1,1,1,1,1,0
Star0926,Program6,290.0491647692971,0.1983810159056958,300,1,1,1,1,1,0
Star0927,Program6,350.9239739525658,11.676776965251534,300,1,1,1,1,1,0
Star0928,Program6,32.87956186552094,20.853580069181632,300,1,1,1,1,1,0
Star0929,Program6,109.77189341700648,62.95865809064574,300,1,1,1,1,1,0
Star0930,Program6,324.291400701685,-15.368566304062753,300,1,1,1,1,1,0
Star0931,Program6,103.18961962114679,51.0717586007128,300,1,1,1,1,1,0
Star0932,Program6,81.9753016137314,-22.87511392351645,300,1,1,1,1,1,0
Star0933,Program6,6.325896987412079,6.973530382677737,300,1,1,1,1,1,0
Star0934,Program6,291.6074960230267,-10.10615728490275,300,1,1,1,1,1,0
Star0935,Program6,28.085038164511843,-15.167502787364597,300,1,1,1,1,1,0
Star0936,Program6,66.33460711016824,10.900462044723781,300,1,1,1,1,1,0
Star0937,Program6,76.40993783380446,62.63321214530825,300,1,1,1,1,1,0
Star0938,Program6,323.61042677744115,-27.137022053660026,300,1,1,1,1,1,0
Star0939,Program6,285.57228174607786,19.2915504184852,300,1,1,1,1,1,0
Star0940,Program6,340.38845619181245,11.444921251774744,300,1,1,1,1,1,0
Star0941,Program6,36.099037177327205,-18.72722794820602,300,1,1,1,1,1,0
Star0942,Program6,62.006422334633385,-10.723319686667253,300,1,1,1,1,1,0
Star0943,Program6,296.8633412648611,43.74566550169382,300,1,1,1,1,1,0
Star0944,Program6,100.42088044837237,67.43289366708547,300,1,1,1,1,1,0
Star0945,Program6,93.8309974554374,43.88424205771781,300,1,1,1,1,1,0
Star0946,Program6,64.46563673171084,-18.229795489368357,300,1,1,1,1,1,0
Star0947,Program6,66.35386443570354,29.803978957390598,300,1,1,1,1,1,0
Star0948,Program6,334.81479617658175,-6.547061875748696,300,1,1,1,1,1,0
Star0949,Program6,84.09344701712439,-23.192686546363888,300,1,1,1,1,1,0
Star0950,Program6,315.4281835032642,-14.797431747702717,300,1,1,1,1,1,0
Star0951,Program6,93.92667601304544,4.531993693793709,300,1,1,1,1,1,0
Star0952,Program6,310.3728537719138,-18.7422116943835,300,1,1,1,1,1,0
Star0953,Program6,355.4752601145168,43.50820243502548,300,1,1,1,1,1,0
Star0954,Program6,23.23482859350088,36.78540583853432,300,1,1,1,1,1,0
Star0955,Program6,77.03352468150365,41.82740482907499,300,1,1,1,1,1,0
Star0956,Program6,53.936969538414814,-15.403650507569921,300,1,1,1,1,1,0
Star0957,Program6,298.09113428441475,40.749723783277375,300,1,1,1,1,1,0
Star0958,Program6,342.8584064797371,44.74255404342725,300,1,1,1,1,1,0
Star0959,Program6,272.05341317284166,70.73423366248642,300,1,1,1,1,1,0
Star0960,Program6,8.857502556076156,-19.56287250266348,300,1,1,1,1,1,0
Star0961,Program6,118.48601642028495,4.987671470827991,300,1,1,1,1,1,0
Star0962,Program6,274.6347506206169,-24.963622427585562,300,1,1,1,1,1,0
Star0963,Program6,0.3482140314652611,42.97938249514783,300,1,1,1,1,1,0
Star0964,Program6,299.87040127345296,-24.36494136445384,300,1,1,1,1,1,0
Star0965,Program6,77.91182908702626,-24.94793717408369,300,1,1,1,1,1,0
Star0966,Program6,332.3289404225922,23.790593879261507,300,1,1,1,1,1,0
Star0967,Program6,329.197417604349,-25.807903178732246,300,1,1,1,1,1,0
Star0968,Program6,324.9977315655957,48.54994116808513,300,1,1,1,1,1,0
Star0969,Program6,306.8119316979722,49.89522519681651,300,1,1,1,1,1,0
Star0970,Program6,277.76977920024893,-27.23908088794078,300,1,1,1,1,1,0
Star0971,Program6,45.558868958132166,22.00819198899788,300,1,1,1,1,1,0
Star0972,Program6,289.80601887346256,-2.308621746969763,300,1,1,1,1,1,0
Star0973,Program6,19.026086174611862,63.23913523731221,300,1,1,1,1,1,0
Star0974,Program6,59.804435841777604,3.629584430597262,300,1,1,1,1,1,0
Star0975,Program6,293.70594705010967,-8.270449903982922,300,1,1,1,1,1,0
Star0976,Program6,18.257919398824583,-25.852560238793956,300,1,1,1,1,1,0
Star0977,Program6,355.06169263354957,-1.226286845561134,300,1,1,1,1,1,0
Star0978,Program6,336.8787953840541,19.079783417759344,300,1,1,1,1,1,0
Star0979,Program6,31.772838958467446,66.79981405982255,300,1,1,1,1,1,0
Star0980,Program6,0.7006486543294272,-24.840506111909576,300,1,1,1,1,1,0
Star0981,Program6,336.77191593754054,55.490875223690836,300,1,1,1,1,1,0
Star0982,Program6,38.37346633549714,56.81565584159398,300,1,1,1,1,1,0
Star0983,Program6,89.13026836722156,23.86570837650865,300,1,1,1,1,1,0
Star0984,Program6,271.25299980257944,8.991355165820877,300,1,1,1,1,1,0
Star0985,Program6,357.63385517022164,31.218999713761335,300,1,1,1,1,1,0
Star0986,Program6,350.1760359174087,-8.543086226197687,300,1,1,1,1,1,0
Star0987,Program6,288.025905689513,6.9529725401713165,300,1,1,1,1,1,0
Star0988,Program6,23.00424435490845,14.693773653128574,300,1,1,1,1,1,0
Star0989,Program6,350.5658896843537,34.69760286715487,300,1,1,1,1,1,0
Star0990,Program6,284.6058467477201,25.262914958824908,300,1,1,1,1,1,0
Star0991,Program6,41.98690583651705,13.845991921585252,300,1,1,1,1,1,0
Star0992,Program6,355.6391126393394,32.27783964889127,300,1,1,1,1,1,0
Star0993,Program6,320.03164058377877,47.20704634332944,300,1,1,1,1,1,0
Star0994,Program6,270.33039440894055,11.380122506284536,300,1,1,1,1,1,0
Star0995,Program6,308.7065491181443,23.100193846010697,300,1,1,1,1,1,0
Star0996,Program6,352.57031423738175,-12.940394951179655,300,1,1,1,1,1,0
Star0997,Program6,37.50794297114675,-3.6249021011895337,300,1,1,1,1,1,0
Star0998,Program6,64.74332032908535,45.304834820291774,300,1,1,1,1,1,0
Star0999,Program6,16.59732931887885,8.015114062398567,300,1,1,1,1,1,0
Star1000,Program6,287.05194834168276,14.92537942073075,300,1,1,1,1,1,0
Star1001,Program6,318.15260836443184,-0.2129158971226559,300,1,1,1,1,1,0
Star1002,Program6,82.39802332775457,39.06191340940143,300,1,1,1,1,1,0
Star1003,Program6,103.54490911442872,17.10916685957035,300,1,1,1,1,1,0
Star1004,Program6,42.78696544749016,15.073574920636872,300,1,1,1,1,1,0
Star1005,Program6,51.95742989853039,57.599207973379265,300,1,1,1,1,1,0
Star1006,Program6,89.10475536627149,31.382930749979238,300,1,1,1,1,1,0
Star1007,Program6,99.43930448449589,-11.690706104465661,300,1,1,1,1,1,0
Star1008,Program6,300.43244540078655,36.41635897550681,300,1,1,1,1,1,0
Star1009,Program6,77.83418992638457,49.63150917632703,300,1,1,1,1,1,0
Star1010,Program6,41.23915021023333,69.23450194349871,300,1,1,1,1,1,0
Star1011,Program6,336.97814931363405,29.4348356768719,300,1,1,1,1,1,0
Star1012,Program6,35.12126859712396,-16.844723023634856,300,1,1,1,1,1,0
Star1013,Program6,300.07282293456086,36.844459902879194,300,1,1,1,1,1,0
Star1014,Program6,53.95948127888619,-2.701212719959244,300,1,1,1,1,1,0
Star1015,Program6,274.75358589684487,-23.05149035376037,300,1,1,1,1,1,0
Star1016,Program6,101.91874977130504,-5.151127339097059,300,1,1,1,1,1,0
Star1017,Program6,59.12146080999963,3.60706144248347,300,1,1,1,1,1,0
Star1018,Program6,27.558566046526607,-0.8755796982918582,300,1,1,1,1,1,0
Star1019,Program6,21.417162437271656,30.633388161720916,300,1,1,1,1,1,0
Star1020,Program6,345.07272251117007,22.686784519922455,300,1,1,1,1,1,0
Star1021,Program6,99.7597076897896,-8.9971287364868,300,1,1,1,1,1,0
Star1022,Program6,98.40122209418212,39.045232296410035,300,1,1,1,1,1,0
Star1023,Program6,318.02544085088437,54.2392310613165,300,1,1,1,1,1,0
Star1024,Program6,35.98468882549497,-15.127573269169233,300,1,1,1,1,1,0
Star1025,Program6,22.251571977259687,11.011614644366759,300,1,1,1,1,1,0
Star1026,Program6,116.81141658130264,-7.50495402663752,300,1,1,1,1,1,0
Star1027,Program6,333.26937464545597,1.2557711352988292,300,1,1,1,1,1,0
Star1028,Program6,49.33513983130143,0.6952928039935955,300,1,1,1,1,1,0
Star1029,Program6,48.153678216064236,45.78230102128114,300,1,1,1,1,1,0
Star1030,Program6,101.14072238022277,18.65735742996293,300,1,1,1,1,1,0
Star1031,Program6,291.24683513993244,-13.578898357443677,300,1,1,1,1,1,0
Star1032,Program6,113.4242043538776,15.705184059999851,300,1,1,1,1,1,0
Star1033,Program6,299.6930884585082,9.924949003512623,300,1,1,1,1,1,0
Star1034,Program6,47.12043492267367,-20.480896491074034,300,1,1,1,1,1,0
Star1035,Program6,290.39038878939107,19.33645758454324,300,1,1,1,1,1,0
Star1036,Program6,86.48375789711076,-8.367151805375173,300,1,1,1,1,1,0
Star1037,Program6,105.34637989491193,-1.6375041938714077,300,1,1,1,1,1,0
Star1038,Program6,306.70003097002143,-3.7901321858247314,300,1,1,1,1,1,0
Star1039,Program6,13.08663070380345,44.56534615863865,300,1,1,1,1,1,0
Star1040,Program6,63.64466073783319,-6.398649789039908,300,1,1,1,1,1,0
Star1041,Program6,328.8718460025137,29.834387263385338,300,1,1,1,1,1,0
Star1042,Program6,53.889533581001615,33.82831926832645,300,1,1,1,1,1,0
Star1043,Program6,106.86938894500435,49.23780019755438,300,1,1,1,1,1,0
Star1044,Program6,318.2718713070276,1.1239790051391338,300,1,1,1,1,1,0
Star1045,Program6,343.185485188538,1.9813304199302024,300,1,1,1,1,1,0
Star1046,Program6,11.459151642328607,-10.45255292124098,300,1,1,1,1,1,0
Star1047,Program6,346.4802320519657,-27.441036346221196,300,1,1,1,1,1,0
Star1048,Program6,5.185043440874722,12.16225822704375,300,1,1,1,1,1,0
Star1049,Program6,89.06639827408134,29.77516243029649,300,1,1,1,1,1,0
Star1050,Program6,37.07315352652978,37.63835992378027,300,1,1,1,1,1,0
Star1051,Program6,30.224984486206722,44.580973419136825,300,1,1,1,1,1,0
Star1052,Program6,76.29500494161925,69.6305635280284,300,1,1,1,1,1,0
Star1053,Program6,275.041565089068,-10.99529712538019,300,1,1,1,1,1,0
Star1054,Program6,311.4385271428478,22.866797177712314,300,1,1,1,1,1,0
Star1055,Program6,10.15987831179649,43.108410652851006,300,1,1,1,1,1,0
