#_U001_trueComplete:125.0
#_U002_trueComplete:100.0
#_U003_trueComplete:80.0
#_U004_trueComplete:100.0
#_U005_trueComplete:100.0
#_U006_trueComplete:3.33
#_U007_trueComplete:100.0
#_U008_trueComplete:0.0
#_U009_trueComplete:100.0
#_U010_trueComplete:150.0
Program,Date,Percent Complete (Observations),Total Obs Requested
_U005,2024-09-17,40.0,15
_U005,2024-09-18,40.0,15
_U005,2024-09-18,40.0,15
_U005,2024-09-18,40.0,15
_U005,2024-09-18,40.0,15
_U005,2024-09-19,40.0,15
_U005,2024-09-19,40.0,15
_U005,2024-09-19,40.0,15
_U005,2024-09-19,40.0,15
_U005,2024-09-20,40.0,15
_U005,2024-09-20,40.0,15
_U005,2024-09-20,40.0,15
_U005,2024-09-20,40.0,15
_U005,2024-09-21,40.0,15
_U005,2024-09-21,40.0,15
_U005,2024-09-21,40.0,15
_U005,2024-09-21,40.0,15
_U005,2024-09-22,40.0,15
_U005,2024-09-22,40.0,15
_U005,2024-09-22,40.0,15
_U005,2024-09-22,46.67,15
_U005,2024-09-23,46.67,15
_U005,2024-09-23,46.67,15
_U005,2024-09-23,46.67,15
_U005,2024-09-23,46.67,15
_U005,2024-09-24,46.67,15
_U005,2024-09-24,46.67,15
_U005,2024-09-24,46.67,15
_U005,2024-09-24,46.67,15
_U005,2024-09-25,46.67,15
_U005,2024-09-25,46.67,15
_U005,2024-09-25,46.67,15
_U005,2024-09-25,46.67,15
_U005,2024-09-26,46.67,15
_U005,2024-09-26,46.67,15
_U005,2024-09-26,46.67,15
_U005,2024-09-26,46.67,15
_U005,2024-09-27,46.67,15
_U005,2024-09-27,46.67,15
_U005,2024-09-27,46.67,15
_U005,2024-09-27,53.33,15
_U005,2024-09-28,53.33,15
_U005,2024-09-28,53.33,15
_U005,2024-09-28,53.33,15
_U005,2024-09-28,60.0,15
_U005,2024-09-29,60.0,15
_U005,2024-09-29,60.0,15
_U005,2024-09-29,60.0,15
_U005,2024-09-29,60.0,15
_U005,2024-09-30,60.0,15
_U005,2024-09-30,60.0,15
_U005,2024-09-30,60.0,15
_U005,2024-09-30,60.0,15
_U005,2024-10-01,60.0,15
_U005,2024-10-01,60.0,15
_U005,2024-10-01,60.0,15
_U005,2024-10-01,60.0,15
_U005,2024-10-02,60.0,15
_U005,2024-10-02,60.0,15
_U005,2024-10-02,60.0,15
_U005,2024-10-02,66.67,15
_U005,2024-10-03,66.67,15
_U005,2024-10-03,66.67,15
_U005,2024-10-03,66.67,15
_U005,2024-10-03,73.33,15
_U005,2024-10-04,73.33,15
_U005,2024-10-04,73.33,15
_U005,2024-10-04,73.33,15
_U005,2024-10-04,73.33,15
_U005,2024-10-05,73.33,15
_U005,2024-10-05,73.33,15
_U005,2024-10-05,73.33,15
_U005,2024-10-05,73.33,15
_U005,2024-10-06,73.33,15
_U005,2024-10-06,73.33,15
_U005,2024-10-06,73.33,15
_U005,2024-10-06,73.33,15
_U005,2024-10-07,73.33,15
_U005,2024-10-07,73.33,15
_U005,2024-10-07,73.33,15
_U005,2024-10-07,73.33,15
_U005,2024-10-08,73.33,15
_U005,2024-10-08,73.33,15
_U005,2024-10-08,73.33,15
_U005,2024-10-08,73.33,15
_U005,2024-10-09,73.33,15
_U005,2024-10-09,73.33,15
_U005,2024-10-09,73.33,15
_U005,2024-10-09,73.33,15
_U005,2024-10-10,73.33,15
_U005,2024-10-10,73.33,15
_U005,2024-10-10,73.33,15
_U005,2024-10-10,73.33,15
_U005,2024-10-11,73.33,15
_U005,2024-10-11,73.33,15
_U005,2024-10-11,73.33,15
_U005,2024-10-11,73.33,15
_U005,2024-10-12,73.33,15
_U005,2024-10-12,73.33,15
_U005,2024-10-12,73.33,15
_U005,2024-10-12,73.33,15
_U005,2024-10-13,73.33,15
_U005,2024-10-13,73.33,15
_U005,2024-10-13,73.33,15
_U005,2024-10-13,73.33,15
_U005,2024-10-14,73.33,15
_U005,2024-10-14,73.33,15
_U005,2024-10-14,73.33,15
_U005,2024-10-14,80.0,15
_U005,2024-10-15,80.0,15
_U005,2024-10-15,80.0,15
_U005,2024-10-15,86.67,15
_U005,2024-10-15,86.67,15
_U005,2024-10-16,86.67,15
_U005,2024-10-16,86.67,15
_U005,2024-10-16,86.67,15
_U005,2024-10-16,86.67,15
_U005,2024-10-17,86.67,15
_U005,2024-10-17,86.67,15
_U005,2024-10-17,86.67,15
_U005,2024-10-17,86.67,15
_U005,2024-10-18,86.67,15
_U005,2024-10-18,86.67,15
_U005,2024-10-18,86.67,15
_U005,2024-10-18,86.67,15
_U005,2024-10-19,86.67,15
_U005,2024-10-19,86.67,15
_U005,2024-10-19,86.67,15
_U005,2024-10-19,86.67,15
_U005,2024-10-20,86.67,15
_U005,2024-10-20,86.67,15
_U005,2024-10-20,86.67,15
_U005,2024-10-20,86.67,15
_U005,2024-10-21,86.67,15
_U005,2024-10-21,86.67,15
_U005,2024-10-21,86.67,15
_U005,2024-10-21,86.67,15
_U005,2024-10-22,86.67,15
_U005,2024-10-22,86.67,15
_U005,2024-10-22,86.67,15
_U005,2024-10-22,86.67,15
_U005,2024-10-23,86.67,15
_U005,2024-10-23,86.67,15
_U005,2024-10-23,86.67,15
_U005,2024-10-23,86.67,15
_U005,2024-10-24,86.67,15
_U005,2024-10-24,86.67,15
_U005,2024-10-24,86.67,15
_U005,2024-10-24,86.67,15
_U005,2024-10-25,86.67,15
_U005,2024-10-25,86.67,15
_U005,2024-10-25,93.33,15
_U005,2024-10-25,93.33,15
_U005,2024-10-26,93.33,15
_U005,2024-10-26,93.33,15
_U005,2024-10-26,93.33,15
_U005,2024-10-26,100.0,15
_U005,2024-10-27,100.0,15
_U005,2024-10-27,100.0,15
_U005,2024-10-27,100.0,15
_U005,2024-10-27,100.0,15
_U005,2024-10-28,100.0,15
_U005,2024-10-28,100.0,15
_U005,2024-10-28,100.0,15
_U005,2024-10-28,100.0,15
_U006,2024-08-01,0.0,30
_U006,2024-08-01,0.0,30
_U006,2024-08-01,0.0,30
_U006,2024-08-01,0.0,30
_U006,2024-08-02,3.33,30
_U006,2024-08-02,3.33,30
_U006,2024-08-02,3.33,30
_U006,2024-08-02,3.33,30
_U006,2024-08-03,3.33,30
_U006,2024-08-03,3.33,30
_U006,2024-08-03,3.33,30
_U006,2024-08-03,3.33,30
_U006,2024-08-04,3.33,30
_U006,2024-08-04,3.33,30
_U006,2024-08-04,3.33,30
_U006,2024-08-04,3.33,30
_U006,2024-08-05,3.33,30
_U006,2024-08-05,3.33,30
_U006,2024-08-05,3.33,30
_U006,2024-08-05,3.33,30
_U006,2024-08-06,3.33,30
_U006,2024-08-06,3.33,30
_U006,2024-08-06,3.33,30
_U006,2024-08-06,3.33,30
_U006,2024-08-07,3.33,30
_U006,2024-08-07,3.33,30
_U006,2024-08-07,3.33,30
_U006,2024-08-07,3.33,30
_U006,2024-08-08,3.33,30
_U006,2024-08-08,3.33,30
_U006,2024-08-08,3.33,30
_U006,2024-08-08,3.33,30
_U006,2024-08-09,3.33,30
_U006,2024-08-09,3.33,30
_U006,2024-08-09,3.33,30
_U006,2024-08-09,3.33,30
_U006,2024-08-10,3.33,30
_U006,2024-08-10,3.33,30
_U006,2024-08-10,3.33,30
_U006,2024-08-10,3.33,30
_U006,2024-08-11,3.33,30
_U006,2024-08-11,3.33,30
_U006,2024-08-11,3.33,30
_U006,2024-08-11,3.33,30
_U006,2024-08-12,3.33,30
_U006,2024-08-12,3.33,30
_U006,2024-08-12,3.33,30
_U006,2024-08-12,3.33,30
_U006,2024-08-13,3.33,30
_U006,2024-08-13,3.33,30
_U006,2024-08-13,3.33,30
_U006,2024-08-13,3.33,30
_U006,2024-08-14,3.33,30
_U006,2024-08-14,3.33,30
_U006,2024-08-14,3.33,30
_U006,2024-08-14,3.33,30
_U006,2024-08-15,3.33,30
_U006,2024-08-15,3.33,30
_U006,2024-08-15,3.33,30
_U006,2024-08-15,3.33,30
_U006,2024-08-16,3.33,30
_U006,2024-08-16,3.33,30
_U006,2024-08-16,3.33,30
_U006,2024-08-16,3.33,30
_U006,2024-08-17,3.33,30
_U006,2024-08-17,3.33,30
_U006,2024-08-17,3.33,30
_U006,2024-08-17,3.33,30
_U006,2024-08-18,3.33,30
_U006,2024-08-18,3.33,30
_U006,2024-08-18,3.33,30
_U006,2024-08-18,3.33,30
_U006,2024-08-19,3.33,30
_U006,2024-08-19,3.33,30
_U006,2024-08-19,3.33,30
_U006,2024-08-19,3.33,30
_U006,2024-08-20,3.33,30
_U006,2024-08-20,3.33,30
_U006,2024-08-20,3.33,30
_U006,2024-08-20,3.33,30
_U006,2024-08-21,3.33,30
_U006,2024-08-21,3.33,30
_U006,2024-08-21,3.33,30
_U006,2024-08-21,3.33,30
_U006,2024-08-22,3.33,30
_U006,2024-08-22,3.33,30
_U006,2024-08-22,3.33,30
_U006,2024-08-22,3.33,30
_U006,2024-08-23,3.33,30
_U006,2024-08-23,3.33,30
_U006,2024-08-23,3.33,30
_U006,2024-08-23,3.33,30
_U006,2024-08-24,3.33,30
_U006,2024-08-24,3.33,30
_U006,2024-08-24,3.33,30
_U006,2024-08-24,3.33,30
_U006,2024-08-25,3.33,30
_U006,2024-08-25,3.33,30
_U006,2024-08-25,3.33,30
_U006,2024-08-25,3.33,30
_U006,2024-08-26,3.33,30
_U006,2024-08-26,3.33,30
_U006,2024-08-26,3.33,30
_U006,2024-08-26,3.33,30
_U006,2024-08-27,3.33,30
_U006,2024-08-27,3.33,30
_U006,2024-08-27,3.33,30
_U006,2024-08-27,3.33,30
_U006,2024-08-28,3.33,30
_U006,2024-08-28,3.33,30
_U006,2024-08-28,3.33,30
_U006,2024-08-28,3.33,30
_U006,2024-08-29,3.33,30
_U006,2024-08-29,3.33,30
_U006,2024-08-29,3.33,30
_U006,2024-08-29,3.33,30
_U006,2024-08-30,3.33,30
_U006,2024-08-30,3.33,30
_U006,2024-08-30,3.33,30
_U006,2024-08-30,3.33,30
_U006,2024-08-31,3.33,30
_U006,2024-08-31,3.33,30
_U006,2024-08-31,3.33,30
_U006,2024-08-31,3.33,30
_U006,2024-09-01,3.33,30
_U006,2024-09-01,3.33,30
_U006,2024-09-01,3.33,30
_U006,2024-09-01,3.33,30
_U006,2024-09-02,3.33,30
_U006,2024-09-02,3.33,30
_U006,2024-09-02,3.33,30
_U006,2024-09-02,3.33,30
_U006,2024-09-03,3.33,30
_U006,2024-09-03,3.33,30
_U006,2024-09-03,3.33,30
_U006,2024-09-03,3.33,30
_U006,2024-09-04,3.33,30
_U006,2024-09-04,3.33,30
_U006,2024-09-04,3.33,30
_U006,2024-09-04,3.33,30
_U006,2024-09-05,3.33,30
_U006,2024-09-05,3.33,30
_U006,2024-09-05,3.33,30
_U006,2024-09-05,3.33,30
_U006,2024-09-06,3.33,30
_U006,2024-09-06,3.33,30
_U006,2024-09-06,3.33,30
_U006,2024-09-06,3.33,30
_U006,2024-09-07,3.33,30
_U006,2024-09-07,3.33,30
_U006,2024-09-07,3.33,30
_U006,2024-09-07,3.33,30
_U006,2024-09-08,3.33,30
_U006,2024-09-08,3.33,30
_U006,2024-09-08,3.33,30
_U006,2024-09-08,3.33,30
_U006,2024-09-09,3.33,30
_U006,2024-09-09,3.33,30
_U006,2024-09-09,3.33,30
_U006,2024-09-09,3.33,30
_U006,2024-09-10,3.33,30
_U006,2024-09-10,3.33,30
_U006,2024-09-10,3.33,30
_U006,2024-09-10,3.33,30
_U006,2024-09-11,3.33,30
_U006,2024-09-11,3.33,30
_U006,2024-09-11,3.33,30
_U006,2024-09-11,3.33,30
_U006,2024-09-12,3.33,30
_U006,2024-09-12,3.33,30
_U006,2024-09-12,3.33,30
_U006,2024-09-12,3.33,30
_U006,2024-09-13,3.33,30
_U006,2024-09-13,3.33,30
_U006,2024-09-13,3.33,30
_U006,2024-09-13,3.33,30
_U006,2024-09-14,3.33,30
_U006,2024-09-14,3.33,30
_U006,2024-09-14,3.33,30
_U006,2024-09-14,3.33,30
_U006,2024-09-15,3.33,30
_U006,2024-09-15,3.33,30
_U006,2024-09-15,3.33,30
_U006,2024-09-15,3.33,30
_U006,2024-09-16,3.33,30
_U006,2024-09-16,3.33,30
_U006,2024-09-16,3.33,30
_U006,2024-09-16,3.33,30
_U006,2024-09-17,3.33,30
_U006,2024-09-17,3.33,30
_U006,2024-09-17,3.33,30
_U006,2024-09-17,3.33,30
_U006,2024-09-18,3.33,30
_U006,2024-09-18,3.33,30
_U006,2024-09-18,3.33,30
_U006,2024-09-18,3.33,30
_U006,2024-09-19,3.33,30
_U006,2024-09-19,3.33,30
_U006,2024-09-19,3.33,30
_U006,2024-09-19,3.33,30
_U006,2024-09-20,3.33,30
_U006,2024-09-20,3.33,30
_U006,2024-09-20,3.33,30
_U006,2024-09-20,3.33,30
_U006,2024-09-21,3.33,30
_U006,2024-09-21,3.33,30
_U006,2024-09-21,3.33,30
_U006,2024-09-21,3.33,30
_U006,2024-09-22,3.33,30
_U006,2024-09-22,3.33,30
_U006,2024-09-22,3.33,30
_U006,2024-09-22,3.33,30
_U006,2024-09-23,3.33,30
_U006,2024-09-23,3.33,30
_U006,2024-09-23,3.33,30
_U006,2024-09-23,3.33,30
_U006,2024-09-24,3.33,30
_U006,2024-09-24,3.33,30
_U006,2024-09-24,3.33,30
_U006,2024-09-24,3.33,30
_U006,2024-09-25,3.33,30
_U006,2024-09-25,3.33,30
_U006,2024-09-25,3.33,30
_U006,2024-09-25,3.33,30
_U006,2024-09-26,3.33,30
_U006,2024-09-26,3.33,30
_U006,2024-09-26,3.33,30
_U006,2024-09-26,3.33,30
_U006,2024-09-27,3.33,30
_U006,2024-09-27,3.33,30
_U006,2024-09-27,3.33,30
_U006,2024-09-27,3.33,30
_U006,2024-09-28,3.33,30
_U006,2024-09-28,3.33,30
_U006,2024-09-28,3.33,30
_U006,2024-09-28,3.33,30
_U006,2024-09-29,3.33,30
_U006,2024-09-29,3.33,30
_U006,2024-09-29,3.33,30
_U006,2024-09-29,3.33,30
_U006,2024-09-30,3.33,30
_U006,2024-09-30,3.33,30
_U006,2024-09-30,3.33,30
_U006,2024-09-30,3.33,30
_U006,2024-10-01,3.33,30
_U006,2024-10-01,3.33,30
_U006,2024-10-01,3.33,30
_U006,2024-10-01,3.33,30
_U006,2024-10-02,3.33,30
_U006,2024-10-02,3.33,30
_U006,2024-10-02,3.33,30
_U006,2024-10-02,3.33,30
_U006,2024-10-03,3.33,30
_U006,2024-10-03,3.33,30
_U006,2024-10-03,3.33,30
_U006,2024-10-03,3.33,30
_U006,2024-10-04,3.33,30
_U006,2024-10-04,3.33,30
_U006,2024-10-04,3.33,30
_U006,2024-10-04,3.33,30
_U006,2024-10-05,3.33,30
_U006,2024-10-05,3.33,30
_U006,2024-10-05,3.33,30
_U006,2024-10-05,3.33,30
_U006,2024-10-06,3.33,30
_U006,2024-10-06,3.33,30
_U006,2024-10-06,3.33,30
_U006,2024-10-06,3.33,30
_U006,2024-10-07,3.33,30
_U006,2024-10-07,3.33,30
_U006,2024-10-07,3.33,30
_U006,2024-10-07,3.33,30
_U006,2024-10-08,3.33,30
_U006,2024-10-08,3.33,30
_U006,2024-10-08,3.33,30
_U006,2024-10-08,3.33,30
_U006,2024-10-09,3.33,30
_U006,2024-10-09,3.33,30
_U006,2024-10-09,3.33,30
_U006,2024-10-09,3.33,30
_U006,2024-10-10,3.33,30
_U006,2024-10-10,3.33,30
_U006,2024-10-10,3.33,30
_U006,2024-10-10,3.33,30
_U006,2024-10-11,3.33,30
_U006,2024-10-11,3.33,30
_U006,2024-10-11,3.33,30
_U006,2024-10-11,3.33,30
_U006,2024-10-12,3.33,30
_U006,2024-10-12,3.33,30
_U006,2024-10-12,3.33,30
_U006,2024-10-12,3.33,30
_U006,2024-10-13,3.33,30
_U006,2024-10-13,3.33,30
_U006,2024-10-13,3.33,30
_U006,2024-10-13,3.33,30
_U006,2024-10-14,3.33,30
_U006,2024-10-14,3.33,30
_U006,2024-10-14,3.33,30
_U006,2024-10-14,3.33,30
_U006,2024-10-15,3.33,30
_U006,2024-10-15,3.33,30
_U006,2024-10-15,3.33,30
_U006,2024-10-15,3.33,30
_U006,2024-10-16,3.33,30
_U006,2024-10-16,3.33,30
_U006,2024-10-16,3.33,30
_U006,2024-10-16,3.33,30
_U006,2024-10-17,3.33,30
_U006,2024-10-17,3.33,30
_U006,2024-10-17,3.33,30
_U006,2024-10-17,3.33,30
_U006,2024-10-18,3.33,30
_U006,2024-10-18,3.33,30
_U006,2024-10-18,3.33,30
_U006,2024-10-18,3.33,30
_U006,2024-10-19,3.33,30
_U006,2024-10-19,3.33,30
_U006,2024-10-19,3.33,30
_U006,2024-10-19,3.33,30
_U006,2024-10-20,3.33,30
_U006,2024-10-20,3.33,30
_U006,2024-10-20,3.33,30
_U006,2024-10-20,3.33,30
_U006,2024-10-21,3.33,30
_U006,2024-10-21,3.33,30
_U006,2024-10-21,3.33,30
_U006,2024-10-21,3.33,30
_U006,2024-10-22,3.33,30
_U006,2024-10-22,3.33,30
_U006,2024-10-22,3.33,30
_U006,2024-10-22,3.33,30
_U006,2024-10-23,3.33,30
_U006,2024-10-23,3.33,30
_U006,2024-10-23,3.33,30
_U006,2024-10-23,3.33,30
_U006,2024-10-24,3.33,30
_U006,2024-10-24,3.33,30
_U006,2024-10-24,3.33,30
_U006,2024-10-24,3.33,30
_U006,2024-10-25,3.33,30
_U006,2024-10-25,3.33,30
_U006,2024-10-25,3.33,30
_U006,2024-10-25,3.33,30
_U006,2024-10-26,3.33,30
_U006,2024-10-26,3.33,30
_U006,2024-10-26,3.33,30
_U006,2024-10-26,3.33,30
_U006,2024-10-27,3.33,30
_U006,2024-10-27,3.33,30
_U006,2024-10-27,3.33,30
_U006,2024-10-27,3.33,30
_U006,2024-10-28,3.33,30
_U006,2024-10-28,3.33,30
_U006,2024-10-28,3.33,30
_U006,2024-10-28,3.33,30
_U007,2024-08-01,0.0,12
_U007,2024-08-01,0.0,12
_U007,2024-08-01,0.0,12
_U007,2024-08-01,0.0,12
_U007,2024-08-02,8.33,12
_U007,2024-08-02,8.33,12
_U007,2024-08-02,8.33,12
_U007,2024-08-02,8.33,12
_U007,2024-08-03,8.33,12
_U007,2024-08-03,8.33,12
_U007,2024-08-03,8.33,12
_U007,2024-08-03,8.33,12
_U007,2024-08-04,8.33,12
_U007,2024-08-04,8.33,12
_U007,2024-08-04,8.33,12
_U007,2024-08-04,8.33,12
_U007,2024-08-05,8.33,12
_U007,2024-08-05,8.33,12
_U007,2024-08-05,8.33,12
_U007,2024-08-05,8.33,12
_U007,2024-08-06,8.33,12
_U007,2024-08-06,8.33,12
_U007,2024-08-06,8.33,12
_U007,2024-08-06,8.33,12
_U007,2024-08-07,8.33,12
_U007,2024-08-07,8.33,12
_U007,2024-08-07,8.33,12
_U007,2024-08-07,8.33,12
_U007,2024-08-08,8.33,12
_U007,2024-08-08,8.33,12
_U007,2024-08-08,8.33,12
_U007,2024-08-08,8.33,12
_U007,2024-08-09,16.67,12
_U007,2024-08-09,16.67,12
_U007,2024-08-09,16.67,12
_U007,2024-08-09,16.67,12
_U007,2024-08-10,16.67,12
_U007,2024-08-10,16.67,12
_U007,2024-08-10,16.67,12
_U007,2024-08-10,16.67,12
_U007,2024-08-11,16.67,12
_U007,2024-08-11,16.67,12
_U007,2024-08-11,16.67,12
_U007,2024-08-11,16.67,12
_U007,2024-08-12,16.67,12
_U007,2024-08-12,16.67,12
_U007,2024-08-12,16.67,12
_U007,2024-08-12,16.67,12
_U007,2024-08-13,16.67,12
_U007,2024-08-13,16.67,12
_U007,2024-08-13,16.67,12
_U007,2024-08-13,16.67,12
_U007,2024-08-14,16.67,12
_U007,2024-08-14,16.67,12
_U007,2024-08-14,16.67,12
_U007,2024-08-14,16.67,12
_U007,2024-08-15,16.67,12
_U007,2024-08-15,16.67,12
_U007,2024-08-15,25.0,12
_U007,2024-08-15,25.0,12
_U007,2024-08-16,25.0,12
_U007,2024-08-16,25.0,12
_U007,2024-08-16,25.0,12
_U007,2024-08-16,25.0,12
_U007,2024-08-17,25.0,12
_U007,2024-08-17,25.0,12
_U007,2024-08-17,25.0,12
_U007,2024-08-17,25.0,12
_U007,2024-08-18,25.0,12
_U007,2024-08-18,25.0,12
_U007,2024-08-18,25.0,12
_U007,2024-08-18,25.0,12
_U007,2024-08-19,25.0,12
_U007,2024-08-19,25.0,12
_U007,2024-08-19,25.0,12
_U007,2024-08-19,25.0,12
_U007,2024-08-20,25.0,12
_U007,2024-08-20,25.0,12
_U007,2024-08-20,25.0,12
_U007,2024-08-20,25.0,12
_U007,2024-08-21,25.0,12
_U007,2024-08-21,25.0,12
_U007,2024-08-21,25.0,12
_U007,2024-08-21,25.0,12
_U007,2024-08-22,25.0,12
_U007,2024-08-22,33.33,12
_U007,2024-08-22,33.33,12
_U007,2024-08-22,33.33,12
_U007,2024-08-23,33.33,12
_U007,2024-08-23,33.33,12
_U007,2024-08-23,33.33,12
_U007,2024-08-23,33.33,12
_U007,2024-08-24,33.33,12
_U007,2024-08-24,33.33,12
_U007,2024-08-24,33.33,12
_U007,2024-08-24,33.33,12
_U007,2024-08-25,33.33,12
_U007,2024-08-25,33.33,12
_U007,2024-08-25,33.33,12
_U007,2024-08-25,33.33,12
_U007,2024-08-26,33.33,12
_U007,2024-08-26,33.33,12
_U007,2024-08-26,33.33,12
_U007,2024-08-26,33.33,12
_U007,2024-08-27,33.33,12
_U007,2024-08-27,33.33,12
_U007,2024-08-27,41.67,12
_U007,2024-08-27,41.67,12
_U007,2024-08-28,41.67,12
_U007,2024-08-28,41.67,12
_U007,2024-08-28,41.67,12
_U007,2024-08-28,41.67,12
_U007,2024-08-29,41.67,12
_U007,2024-08-29,41.67,12
_U007,2024-08-29,41.67,12
_U007,2024-08-29,41.67,12
_U007,2024-08-30,41.67,12
_U007,2024-08-30,41.67,12
_U007,2024-08-30,41.67,12
_U007,2024-08-30,41.67,12
_U007,2024-08-31,41.67,12
_U007,2024-08-31,41.67,12
_U007,2024-08-31,41.67,12
_U007,2024-08-31,41.67,12
_U007,2024-09-01,41.67,12
_U007,2024-09-01,41.67,12
_U007,2024-09-01,41.67,12
_U007,2024-09-01,41.67,12
_U007,2024-09-02,41.67,12
_U007,2024-09-02,41.67,12
_U007,2024-09-02,41.67,12
_U007,2024-09-02,41.67,12
_U007,2024-09-03,41.67,12
_U007,2024-09-03,50.0,12
_U007,2024-09-03,50.0,12
_U007,2024-09-03,50.0,12
_U007,2024-09-04,50.0,12
_U007,2024-09-04,50.0,12
_U007,2024-09-04,50.0,12
_U007,2024-09-04,50.0,12
_U007,2024-09-05,50.0,12
_U007,2024-09-05,50.0,12
_U007,2024-09-05,50.0,12
_U007,2024-09-05,50.0,12
_U007,2024-09-06,50.0,12
_U007,2024-09-06,50.0,12
_U007,2024-09-06,50.0,12
_U007,2024-09-06,50.0,12
_U007,2024-09-07,50.0,12
_U007,2024-09-07,50.0,12
_U007,2024-09-07,50.0,12
_U007,2024-09-07,50.0,12
_U007,2024-09-08,50.0,12
_U007,2024-09-08,50.0,12
_U007,2024-09-08,50.0,12
_U007,2024-09-08,50.0,12
_U007,2024-09-09,50.0,12
_U007,2024-09-09,50.0,12
_U007,2024-09-09,50.0,12
_U007,2024-09-09,50.0,12
_U007,2024-09-10,50.0,12
_U007,2024-09-10,50.0,12
_U007,2024-09-10,50.0,12
_U007,2024-09-10,50.0,12
_U007,2024-09-11,50.0,12
_U007,2024-09-11,58.33,12
_U007,2024-09-11,58.33,12
_U007,2024-09-11,58.33,12
_U007,2024-09-12,58.33,12
_U007,2024-09-12,58.33,12
_U007,2024-09-12,58.33,12
_U007,2024-09-12,58.33,12
_U007,2024-09-13,58.33,12
_U007,2024-09-13,58.33,12
_U007,2024-09-13,58.33,12
_U007,2024-09-13,58.33,12
_U007,2024-09-14,58.33,12
_U007,2024-09-14,58.33,12
_U007,2024-09-14,58.33,12
_U007,2024-09-14,58.33,12
_U007,2024-09-15,58.33,12
_U007,2024-09-15,58.33,12
_U007,2024-09-15,58.33,12
_U007,2024-09-15,58.33,12
_U007,2024-09-16,58.33,12
_U007,2024-09-16,58.33,12
_U007,2024-09-16,58.33,12
_U007,2024-09-16,58.33,12
_U007,2024-09-17,58.33,12
_U007,2024-09-17,58.33,12
_U007,2024-09-17,58.33,12
_U007,2024-09-17,58.33,12
_U007,2024-09-18,58.33,12
_U007,2024-09-18,58.33,12
_U007,2024-09-18,58.33,12
_U007,2024-09-18,58.33,12
_U007,2024-09-19,58.33,12
_U007,2024-09-19,58.33,12
_U007,2024-09-19,58.33,12
_U007,2024-09-19,58.33,12
_U007,2024-09-20,58.33,12
_U007,2024-09-20,58.33,12
_U007,2024-09-20,58.33,12
_U007,2024-09-20,58.33,12
_U007,2024-09-21,58.33,12
_U007,2024-09-21,58.33,12
_U007,2024-09-21,58.33,12
_U007,2024-09-21,58.33,12
_U007,2024-09-22,58.33,12
_U007,2024-09-22,66.67,12
_U007,2024-09-22,66.67,12
_U007,2024-09-22,66.67,12
_U007,2024-09-23,66.67,12
_U007,2024-09-23,66.67,12
_U007,2024-09-23,66.67,12
_U007,2024-09-23,66.67,12
_U007,2024-09-24,66.67,12
_U007,2024-09-24,66.67,12
_U007,2024-09-24,66.67,12
_U007,2024-09-24,66.67,12
_U007,2024-09-25,66.67,12
_U007,2024-09-25,66.67,12
_U007,2024-09-25,66.67,12
_U007,2024-09-25,66.67,12
_U007,2024-09-26,66.67,12
_U007,2024-09-26,66.67,12
_U007,2024-09-26,66.67,12
_U007,2024-09-26,66.67,12
_U007,2024-09-27,75.0,12
_U007,2024-09-27,75.0,12
_U007,2024-09-27,75.0,12
_U007,2024-09-27,75.0,12
_U007,2024-09-28,75.0,12
_U007,2024-09-28,75.0,12
_U007,2024-09-28,75.0,12
_U007,2024-09-28,75.0,12
_U007,2024-09-29,75.0,12
_U007,2024-09-29,75.0,12
_U007,2024-09-29,75.0,12
_U007,2024-09-29,75.0,12
_U007,2024-09-30,75.0,12
_U007,2024-09-30,75.0,12
_U007,2024-09-30,75.0,12
_U007,2024-09-30,75.0,12
_U007,2024-10-01,75.0,12
_U007,2024-10-01,75.0,12
_U007,2024-10-01,75.0,12
_U007,2024-10-01,75.0,12
_U007,2024-10-02,75.0,12
_U007,2024-10-02,83.33,12
_U007,2024-10-02,83.33,12
_U007,2024-10-02,83.33,12
_U007,2024-10-03,83.33,12
_U007,2024-10-03,83.33,12
_U007,2024-10-03,83.33,12
_U007,2024-10-03,83.33,12
_U007,2024-10-04,83.33,12
_U007,2024-10-04,83.33,12
_U007,2024-10-04,83.33,12
_U007,2024-10-04,83.33,12
_U007,2024-10-05,83.33,12
_U007,2024-10-05,83.33,12
_U007,2024-10-05,83.33,12
_U007,2024-10-05,83.33,12
_U007,2024-10-06,83.33,12
_U007,2024-10-06,83.33,12
_U007,2024-10-06,83.33,12
_U007,2024-10-06,83.33,12
_U007,2024-10-07,83.33,12
_U007,2024-10-07,83.33,12
_U007,2024-10-07,83.33,12
_U007,2024-10-07,83.33,12
_U007,2024-10-08,83.33,12
_U007,2024-10-08,83.33,12
_U007,2024-10-08,83.33,12
_U007,2024-10-08,83.33,12
_U007,2024-10-09,83.33,12
_U007,2024-10-09,91.67,12
_U007,2024-10-09,91.67,12
_U007,2024-10-09,91.67,12
_U007,2024-10-10,91.67,12
_U007,2024-10-10,91.67,12
_U007,2024-10-10,91.67,12
_U007,2024-10-10,91.67,12
_U007,2024-10-11,91.67,12
_U007,2024-10-11,91.67,12
_U007,2024-10-11,91.67,12
_U007,2024-10-11,91.67,12
_U007,2024-10-12,91.67,12
_U007,2024-10-12,91.67,12
_U007,2024-10-12,91.67,12
_U007,2024-10-12,91.67,12
