Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Star0174,Star0169,Star0163,Star0167,Star0166,Star0013,Star0003,Star0020,Star0085,Star0085,Star0085,Star0085,Star0024,Star0008,Star0026,Star0038,Star0038,Star0027,Star0002,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0115,Star0115,Star0115,Star0115,Star0115,Star0115,Star0115,Star0115,Star0010,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0000,Star0011,Star0025,Star0015,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0007,Star0012,Star0005,Star0004,Star0019,Star0028,Star0029,Star0050,Star0050,Star0018,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0166,Star0177,Star0026,Star0023,Star0179,Star0160,Star0159,Star0116,Star0116,Star0116,Star0116,Star0116,Star0116,Star0116,Star0116,Star0169,Star0161,Star0064,Star0064,Star0064,Star0064,Star0173,Star0153,Star0172,Star0178,Star0164,Star0013,Star0014,Star0009,Star0001,Star0176,Star0175,Star0151,Star0174,Star0152,Star0167,Star0165,Star0022,Star0154,Star0150,Star0162,Star0163,Star0171,Star0002,Star0156,Star0155,Star0170,Star0157,Star0158,Star0168,Star0065,Star0065,Star0065,Star0065,Star0090,Star0090,Star0090,Star0090,Star0090,Star0090,Star0090,Star0090,Star0027,Star0003,Star0010,Star0117,Star0117,Star0117,Star0117,Star0117,Star0117,Star0117,Star0117,Star0008,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0066,Star0066,Star0066,Star0066,Star0105,Star0105,Star0105,Star0105,Star0105,Star0105,Star0105,Star0105,Star0024,Star0025,Star0071,Star0071,Star0071,Star0071,Star0020,Star0028,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0072,Star0072,Star0072,Star0072,Star0016,Star0005,Star0011,Star0015,Star0062,Star0062,Star0062,Star0062,Star0007,Star0000,Star0060,Star0060,Star0060,Star0060,Star0004,Star0018,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0157,Star0166,Star0054,Star0054,Star0161,Star0159,Star0154,Star0043,Star0043,Star0037,Star0037,Star0009,Star0169,Star0001,Star0168,Star0153,Star0008,Star0046,Star0046,Star0013,Star0172,Star0170,Star0150,Star0025,Star0051,Star0051,Star0174,Star0014,Star0178,Star0173,Star0026,Star0177,Star0171,Star0158,Star0160,Star0010,Star0164,Star0056,Star0056,Star0028,Star0167,Star0023,Star0165,Star0079,Star0079,Star0079,Star0079,Star0032,Star0032,Star0179,Star0152,Star0175,Star0003,Star0155,Star0151,Star0156,Star0163,Star0022,Star0162,Star0024,Star0020,Star0176,Star0027,Star0052,Star0052,Star0117,Star0117,Star0117,Star0117,Star0117,Star0117,Star0117,Star0117,Star0042,Star0042,Star0109,Star0109,Star0109,Star0109,Star0109,Star0109,Star0109,Star0109,Star0007,Star0087,Star0087,Star0087,Star0087,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0002,Star0029,Star0061,Star0061,Star0061,Star0061,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0006,Star0011,Star0004,Star0034,Star0034,Star0016,Star0015,Star0000,Star0018,Star0012,Star0082,Star0082,Star0082,Star0082,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0077,Star0077,Star0077,Star0077,Star0158,Star0022,Star0171,Star0170,Star0033,Star0033,Star0166,Star0174,Star0031,Star0031,Star0179,Star0009,Star0089,Star0089,Star0089,Star0089,Star0159,Star0164,Star0154,Star0172,Star0036,Star0036,Star0169,Star0001,Star0162,Star0163,Star0023,Star0040,Star0040,Star0160,Star0014,Star0168,Star0152,Star0161,Star0173,Star0150,Star0024,Star0175,,Star0013,Star0025,Star0177,Star0165,Star0016,Star0178,Star0026,Star0010,Star0028,Star0020,Star0151,Star0156,Star0155,Star0021,Star0176,Star0002,Star0027,Star0003,Star0157,Star0153,Star0167,Star0008,Star0006,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Star0013,Star0001,Star0003,Star0008,Star0045,Star0045,Star0026,Star0048,Star0048,Star0049,Star0049,Star0047,Star0047,Star0053,Star0053,Star0020,Star0055,Star0055,Star0024,Star0002,Star0010,Star0080,Star0080,Star0080,Star0080,Star0115,Star0115,Star0115,Star0115,Star0115,Star0115,Star0115,Star0115,Star0041,Star0041,Star0059,Star0059,Star0027,Star0030,Star0030,Star0039,Star0039,Star0021,Star0058,Star0058,Star0025,Star0029,Star0074,Star0074,Star0074,Star0074,Star0016,Star0000,Star0012,Star0063,Star0063,Star0063,Star0063,Star0007,Star0015,Star0017,Star0018,Star0057,Star0057,Star0006,Star0004,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0164,Star0084,Star0084,Star0084,Star0084,Star0160,Star0036,Star0036,Star0056,Star0056,Star0022,Star0167,Star0179,Star0172,Star0175,Star0174,Star0046,Star0046,Star0154,Star0170,Star0051,Star0051,Star0159,Star0014,Star0150,Star0161,Star0165,Star0033,Star0033,Star0009,Star0155,Star0151,Star0043,Star0043,Star0171,Star0023,Star0162,Star0177,Star0178,Star0031,Star0031,Star0054,Star0054,Star0168,Star0040,Star0040,Star0156,Star0169,Star0158,Star0176,Star0037,Star0037,Star0157,Star0032,Star0032,Star0173,Star0003,Star0152,Star0163,Star0166,Star0006,Star0088,Star0088,Star0088,Star0088,Star0049,Star0049,Star0042,Star0042,Star0008,Star0026,Star0067,Star0067,Star0067,Star0067,Star0075,Star0075,Star0075,Star0075,Star0086,Star0086,Star0086,Star0086,Star0070,Star0070,Star0070,Star0070,Star0010,Star0053,Star0053,Star0057,Star0057,Star0020,Star0024,Star0002,Star0044,Star0044,Star0039,Star0039,Star0055,Star0055,Star0035,Star0035,Star0038,Star0038,Star0027,Star0015,Star0048,Star0048,Star0041,Star0041,Star0021,Star0034,Star0034,Star0059,Star0059,Star0019,Star0016,Star0018,Star0081,Star0081,Star0081,Star0081,Star0012,Star0058,Star0058,Star0047,Star0047,Star0011,Star0000,Star0005,Star0017,Star0030,Star0030,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Star0020,Star0068,Star0068,Star0068,Star0068,Star0012,Star0069,Star0069,Star0069,Star0069,Star0027,Star0021,Star0004,Star0005,Star0050,Star0050,Star0006,Star0015,Star0045,Star0045,Star0019,Star0011,Star0018,Star0078,Star0078,Star0078,Star0078,Star0017,Star0076,Star0076,Star0076,Star0076,Star0052,Star0052,Star0000,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0154,Star0150,Star0172,Star0175,Star0163,Star0168,Star0037,Star0037,Star0036,Star0036,Star0054,Star0054,Star0051,Star0051,Star0158,Star0177,Star0161,Star0023,Star0171,Star0157,Star0153,Star0033,Star0033,Star0159,Star0165,Star0170,Star0056,Star0056,Star0151,Star0179,Star0173,Star0046,Star0046,Star0164,Star0160,Star0032,Star0032,Star0156,Star0009,Star0043,Star0043,Star0169,Star0040,Star0040,Star0022,Star0155,Star0162,Star0174,Star0178,Star0152,Star0166,Star0031,Star0031,Star0167,Star0176,Star0041,Star0041,Star0013,Star0001,Star0003,Star0087,Star0087,Star0087,Star0087,Star0048,Star0048,Star0034,Star0034,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0090,Star0090,Star0090,Star0090,Star0090,Star0090,Star0090,Star0090,Star0154,Star0160,Star0179,Star0168,Star0157,Star0163,,Star0173,Star0170,Star0014,Star0151,Star0166,Star0025,Star0161,Star0009,Star0159,Star0165,Star0026,Star0171,Star0013,Star0158,Star0156,Star0055,Star0055,Star0175,Star0023,Star0177,Star0150,Star0169,Star0172,Star0164,Star0049,Star0049,Star0001,Star0153,Star0152,Star0162,Star0167,Star0022,Star0155,Star0178,Star0174,Star0047,Star0047,Star0042,Star0042,Star0010,Star0176,Star0008,Star0085,Star0085,Star0085,Star0085,Star0066,Star0066,Star0066,Star0066,Star0045,Star0045,Star0071,Star0071,Star0071,Star0071,Star0073,Star0073,Star0073,Star0073,Star0080,Star0080,Star0080,Star0080,Star0038,Star0038,Star0024,Star0002,Star0028,Star0004,Star0017,Star0016,Star0005,Star0007,Star0079,Star0079,Star0079,Star0079,Star0061,Star0061,Star0061,Star0061,Star0020,Star0018,Star0065,Star0065,Star0065,Star0065,Star0012,Star0074,Star0074,Star0074,Star0074,Star0029,Star0027,Star0011,Star0072,Star0072,Star0072,Star0072,Star0021,Star0060,Star0060,Star0060,Star0060,Star0062,Star0062,Star0062,Star0062,Star0019,Star0082,Star0082,Star0082,Star0082,Star0006,Star0035,Star0035,Star0000,Star0015,Star0063,Star0063,Star0063,Star0063,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0168,Star0161,Star0154,Star0163,Star0158,Star0020,Star0167,Star0153,Star0170,Star0171,Star0166,Star0022,Star0159,Star0179,Star0174,Star0155,Star0156,Star0014,Star0177,Star0172,Star0178,Star0008,Star0023,Star0150,Star0024,Star0165,Star0164,Star0169,Star0009,Star0152,Star0175,Star0160,Star0002,Star0151,Star0053,Star0053,Star0173,Star0025,Star0157,Star0162,Star0090,Star0090,Star0090,Star0090,Star0090,Star0090,Star0090,Star0090,Star0010,Star0026,Star0176,Star0001,Star0028,Star0017,Star0027,Star0013,Star0016,Star0097,Star0097,Star0097,Star0097,Star0097,Star0097,Star0097,Star0097,Star0006,Star0007,Star0021,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Star0024,Star0006,Star0020,Star0030,Star0030,Star0021,Star0027,Star0039,Star0039,Star0105,Star0105,Star0105,Star0105,Star0105,Star0105,Star0105,Star0105,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0028,Star0019,Star0000,Star0016,Star0025,Star0004,Star0044,Star0044,Star0011,Star0029,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0015,Star0012,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0005,Star0007,Star0058,Star0058,Star0050,Star0050,,Star0018,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0017,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0009,Star0154,Star0179,Star0170,Star0014,Star0056,Star0056,Star0168,Star0159,Star0023,Star0037,Star0037,Star0033,Star0033,Star0043,Star0043,Star0150,Star0051,Star0051,Star0036,Star0036,Star0164,Star0165,Star0155,Star0162,Star0046,Star0046,Star0178,Star0177,Star0160,Star0171,Star0040,Star0040,Star0151,Star0157,Star0054,Star0054,Star0175,Star0161,Star0174,Star0158,Star0022,Star0156,Star0176,Star0172,Star0032,Star0032,Star0031,Star0031,Star0152,Star0173,Star0153,Star0163,Star0167,Star0166,Star0001,Star0026,Star0008,Star0027,Star0059,Star0059,Star0048,Star0048,Star0007,Star0093,Star0093,Star0093,Star0093,Star0093,Star0093,Star0093,Star0093,Star0025,Star0020,Star0041,Star0041,Star0096,Star0096,Star0096,Star0096,Star0096,Star0096,Star0096,Star0096,Star0016,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0021,Star0000,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0019,Star0018,Star0028,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0006,Star0017,Star0015,Star0004,Star0012,Star0029,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0005,Star0011,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Star0020,Star0096,Star0096,Star0096,Star0096,Star0096,Star0096,Star0096,Star0096,Star0019,Star0005,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0007,Star0057,Star0057,Star0000,Star0004,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0025,Star0018,Star0006,Star0028,Star0012,Star0011,Star0015,Star0021,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0034,Star0034,Star0052,Star0052,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0017,Star0029,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
